content,date,title
"The awards ceremony of the “,” competition was held at the Cinnamon Grand, Colombo, yesterday. Parliament.lk received the Silver award in the “Best Sri Lankan Government Website” category. The site was also awarded with the Gold and Bronze awards in the Tamil and Sinhala categories respectively, thereby becoming one of the most decorated winners of the evening.,Director Information Systems & Management received the awards on behalf of the Secretary General of Parliament.",15-08-2013,"""BestWeb 2013"" Awards Ceremony"
"Parliament of Sri Lanka’s official website has won the Silver award in the “Best Sri Lankan Government Website” category at the “,” competition organized by the LK Domain Registry. The website has also won the Gold and Bronze awards in the Tamil & Sinhala categories respectively.,This year's competition was contested by nearly 300 popular websites. The voting took place for one week and factors such as marks by panel of judges, web traffic and number of votes were taken into account when selecting the winners.  It is also noteworthy that there was no ‘Gold’ winner under the ‘Government’ category. This is the third time that parliament.lk has been conferred with national recognition, previously winning in , and ,.",02-08-2013,"parliament.lk wins at ""BestWeb 2013"""
"A ceremony to felicitate veteran journalist and award-winning writer Mr. Senadheera Piyasena was held at the Parliamentary complex today. This ceremony was attended by the Hon. Deputy Speaker of Parliament, Hon. Deputy Chairman of Committees, Hon. Chief Government Whip of Parliament, several Members of Parliament, Secretary General of Parliament, Deputy Secretary General of Parliament, staff members of the parliament secretariat and Mr. Piyasena’s family members.,Mr. Piyasena, popularly known as “S. Piyasena” was the first ever simultaneous interpreter of the Parliament of Sri Lanka. He began his career as a lobby correspondent and is now a veteran journalist with more than seven decades of experience. He is also the author of several books and has served as a Deputy High Commissioner for Sri Lanka.,Addressing the audience, Mr. Piyasena went onto describe his illustrious career which spanned many fields including the parliamentary service. He was also extremely thankful for organizing this event stating that it is one of the most memorable occasions in his life. The Hon. Deputy Speaker conferred good wishes sent to Mr. Piyasena by the Hon. Speaker. Hon. Chief Government Whip of Parliament, Minister Dinesh Gunawardena and the Secretary General of Parliament also addressed the gathering.,Mr. Senadheera Piyasena was awarded a commemorative souvenir at the occasion.",22-08-2013,"First-ever Parliamentary Interpreter, Mr. Senadheera Piyasena felicitated"
"A delegation from Bangladesh Parliament made a study visit to the Parliament of Sri Lanka from 25th to 29th of August. The purpose of this visit was to study the ICT Strategy implemented in the Sri Lankan Parliament. During this 4-day Intensive programme the delegation met and talked to key stakeholders of parliament including Members of Parliament, process owners and end-users. They also participated in discussions, briefings and presentations, and were very satisfied with the progress made by the Parliament of Sri Lanka.,This study tour was sponsored by the UNDP, while the Department of Information Systems and Management coordinated the programme activities. The visiting delegation was extremely thankful to the Hon. Speaker and Secretary General of the Parliament of Sri Lanka for facilitating this opportunity.",29-08-2013,Study visit of delegation from Bangladesh Parliament
"Sri Lanka and Vietnam have considered expanding and intensifying cooperation in new areas such as aviation, tourism and aquatic products to complement the existing ties in national defence and security, as well as trade and investment.,The talks on bilateral cooperation took place when Sri Lanka's Speaker Hon. Chamal Rajapaksa, who was on an official visit to Hanoi, met the Vietnamese President H.E. Truong Tan Sang on Monday the 15th July 2013 for discussions.,Expressing Sri Lanka's gratitude to Vietnam for its support to Sri Lanka in the areas of human rights and territorial sovereignty, Hon. Speaker noted the success of the bilateral cooperation between the two countries and the need for further enhancement of those ties.  He also noted the fruitful results of bilateral co-operation since diplomatic ties were established in 1970.,Noting improvements in two-way trade, which had hovered at US$1 billion in recent years, the Vietnam President recommended that the two countries intensify exchanges of delegations at all levels as well as fortify the implementation of signed deals.,For his part, President H.E. Sang expressed his delight at the significant achievements Sri Lanka had achieved in socio-economic development. He said he hoped Sri Lanka and its people would become more prosperous.,The Vietnamese National Assembly Chairman Hon. Nguyen Sinh Hung expressed his hope that Speaker Hon. Chamal Rajapaksa's visit would further strengthen the relationship between the two countries.,He noted that Vietnam and Sri Lanka had cultivated ties in economics, trade and investment, but the ties have not reached their full potential yet. Vietnam wished to step up co-operation with Sri Lanka in areas related to both countries' strengths and needs such as agriculture, aquaculture, infrastructure development, culture, education and national defence and security.,Vietnamese National Assembly Chairman congratulated Sri Lanka on its significant achievements in maintaining peace, stability, national concord and reconciliation as well as the triumphs in its efforts in national construction and reconstruction.,Hon. Rajapaksa thanked Vietnam for its support to Sri Lanka in regard to national construction and reconstruction and Vietnam National Assembly leader affirmed his country's consistent policy of attaching importance to developing the traditional friendship and multifaceted co-operation with Sri Lanka.,Hon. Speaker was accompanied by Prof. Tissa Vitarana, Senior Minister of Scientific Affairs, Hon. Dayasritha Tisera, Minister of State Resources and Enterprise Development, Hon. W.B. Ekanayake, Deputy Minister of Irrigation and Water Resources Management, MP, Hon Mohan Priyadharshana De Silva, Hon. Palitha Range Bandara, MP Hon. Dilip Wedaarachchi and Mr. W.B.D. Dasanayake, Secretary General of Parliament.",30-08-2013,Vietnam treasures ties with Sri Lanka
"The ceremony to unveil the portrait of the late ,, a former Cabinet Minister as well as the Leader of the Ceylon Workers’ Congress was held at the Parliamentary Complex, Sri Jayewardenepura, Kotte on 30.08.2013 at 10.00 a.m. under the patronage of the Prime Minister and the Minister of Buddha Sasana and Religious Affairs, Hon. D.M. Jayaratne.,Ceremony was held with the distinguished participation of the Ministers and Members of Parliament including the Speaker, Hon. Chamal Rajapaksa, the Leader of the House, Hon. Nimal Siripala De Silva, the Leader of the Opposition, Hon. Ranil Wickremesinghe, the Chief Government Whip, Hon. Dinesh Gunawardane, the Chief Opposition Whip, Hon. John Amaratunga and including the Minister of Livestock and Rural Community Development, Hon. Arumugam Thondaman and the relatives.,The Hon. Prime Minister was received by the Hon. Speaker, the Secretary General of Parliament and the Serjeant at Arms and thereafter the Hon. Speaker delivered the Welcome Address.,On the invitation of the Hon. Speaker, the portrait was unveiled by the Hon. Prime Minister at 10.05 a.m. and thereafter the Hon. Prime Minister and the Hon. Leader of the Opposition addressed the gathering appreciating the services rendered by the late Hon. S. Thondaman.,A highlight of the day was the arrival of His Excellency the President Mahinda Rajapaksa as the ceremony was in progress.,The Vote of Thanks was proposed by a great granddaughter of the late Minister S. Thondaman. The ceremony came to a conclusion around 11.30 a.m. and thereafter the guests were hosted to a tea party.,The Hon. S. Thondaman entered politics by contesting the Nuwara Eliya Electorate at the general election held in August 1947 as the candidate of the Ceylon Indian Congress. He represented the Parliament as an appointed Member of Parliament in the government of the late Hon. (Mrs.) Sirimavo Bandaranaike and held various ministerial portfolios in the governments of Their Excellencies J.R. Jayawardene, Ranasinghe Premadasa, D.B. Wijetunga and Her Excellency Chandrika Kumaratunga during the periods of 1977-78, 1978-1988, 1989-1994 and 1994- 2000 respectively.,Born on 30th August 1913, the Hon. S. Thondaman passed away on 30th October 1999 having lived 86 years and two months.",03-09-2013,Unveiling of the portrait of former cabinet minister and leader of Ceylon Workers' Congress late Hon. Savumiamoorthy Thondaman
"The 59th Commonwealth Parliamentary Conference (CPC) was held at Sandton Convention Centre, Johannesburg, South Africa, from 28th August to 6th September, 2013. The theme of the Conference was “Effective Solutions to Commonwealth Developmental Challenges”. The Hon. Chamal Rajapaksa was elected as a Member of the Executive Committee for 2013 - 2016 period at the final plenary session. The first picture shows Hon. Chamal Rajapaksa, Speaker, Hon. Nimal Siripala de Silva, Minister of Irrigation and Water Resources Management and the Leader of the House of Parliament, Hon. Tissa Attanayaka and Hon. Pon. Selvarasa attending the sessions.",11-09-2013,59th Commonwealth Parliamentary Conference
"A giant LED screen for the general public to view live Parliament proceedings was unveiled at the Jayanthipura public car park today (23rd October) by the Hon. Speaker Chamal Rajapaksa. The Hon. Speaker, Hon. Prime Minister, Hon. Leader of the House of Parliament, Hon. Chief Opposition Whip, Hon. Ministers and Members of Parliament, Secretary General of Parliament, Deputy Secretary General of Parliament, CEO of SLT Mobitel and officials of the Parliament Secretariat & Mobitel attended this occasion.,This outdoor digital screening system was installed under the supervision and guidance of the Hon. Speaker, while the technical assistance and facilitation is provided by Sri Lanka Telecom Mobitel.,The large LED digital screen set up in front of the parliament complex at the public car park in Jayanthipura is 20x10 feet in size. Although parliament proceedings are currently webcast via the parliament website, it’s often streamed after being edited. But from this screen installed at Jayanthipura car park, the public will have the opportunity of viewing parliament proceedings live.",23-10-2013,Large screen unveiled at Jayanthipura to telecast Parliament proceedings live
A giant LED screen will be unveiled at the Jayanthipura public car park to telecast parliament proceedings live. This will take place at 4.00 pm tomorrow with the participation of the Hon. Speaker and Members of Parliament.,22-10-2013,Parliamentary proceedings to be telecast live at Jayanthipura
"On Thursday 14th November 2013, the delegates of the Commonwealth Women’s Business Forum visited the Parliament. This delegation consisted of approximately fifty women entrepreneurs from Sri Lanka as well as different Commonwealth countries.,The delegation was received by the Secretary General of Parliament, Deputy Secretary General, Assistant Secretary General and the Serjeant-at-arms and was conducted on a tour of Parliament. Thereafter they were hosted for refreshments by the Hon. Chandima Weerakkody, the Deputy Speaker of Parliament. Hon. Thilanga Sumathipala, Member of the Parliament too, was present.,The discussion followed thereafter and the welcome speech was made by the Hon. Deputy Speaker. The programme concluded at around 7.30 p.m.",15-11-2013,Visit to Parliament by the delegation of the Commonwealth Women’s Business Forum
Subscribers can now watch the proceedings of Parliament live on SLT PEO TV. This stream is provided free on channel 91.,03-12-2013,Watch proceedings of parliament live on PEO TV
"The 22, Conference of the Speakers and Presiding Officers of the Commonwealth (CSPOC) was held in Wellington, New Zealand from 21, to 25, of January 2014. The Hon. Chamal Rajapaksa, Speaker of the Sri Lanka Parliament, accompanied by Mr. Dhammika Dasanayake, Secretary General of Parliament, attended this conference representing the Parliament of Sri Lanka at the invitation of Rt. Hon. David Carter, Speaker of the Parliament of New Zealand.,In recognition of the lead role played by the Hon. Chamal Rajapaksa in Commonwealth forums and promoting commonwealth ideals, the Conference of Speakers and Presiding Officers unanimously elected Speaker Rajapaksa to the Standing Committee of the Conference to represent the Asia Region. The Conference also discussed important topics which included Parliamentary Privilege and Openness & Transparency.",05-02-2014,22nd Conference of Speakers and Presiding Officers of the Commonwealth
"Three Regulations under the National Authority on Tobacco and Alcohol Act were passed by the House yesterday. These regulations made by the Minister of Health under section 30 read with section 34 of the ,, were presented to Parliament on 24, January 2014.,This makes it mandatory to publish pictorial health warnings on packages of tobacco products, among others. For the full list of regulations refer the gazettes below.,Related Gazettes:",20-02-2014,Tobacco Products (Labelling and Packaging) Regulations passed in Parliament
"An event to mark the International Women’s Day was held at the Committee Room no. 01 of Parliament today. It was organized by the Women Parliamentarians’ Caucus of the Parliament of Sri Lanka.,The event comprised of speeches, discussions and Q & A sessions by various dignitaries and guests. It was graced by the presence of the Hon. Speaker, Hon. Deputy Speaker, Hon. Leader of the Opposition, Women Parliamentarians, Members of Parliament, Secretary General of Parliament, Deputy Secretary General, Assistant Secretary General and other distinguished guests which included many prominent women personalities as well.,The official website of the Women’s Caucus was also unveiled during the ceremony by the Hon. Speaker. It can be accessed at ,.",07-03-2014,Event to mark the International Women's Day
"A Parliamentary delegation comprising of Members of the House of Commons & House of Lords of U.K. led by Hon. (Ms.) Eleanor Laing, MP visited Sri Lanka from 20, - 27, July 2013. The delegation visited Parliament on 26, July 2013. During their visit to Parliament, the delegation paid courtesy calls on Hon. Chamal Rajapaksa, Speaker of the Parliament, and Hon. Basil Rajapaksa, Minister of Economic Development. The Hon Speaker hosted a luncheon meeting with the Sri Lanka – UK Parliamentary Friendship Association. The delegation also watched the Parliamentary Sessions.",29-07-2013,Visit by UK parliamentary delegation to Parliament
,15-08-2011,Donation of books for school libraries of the school children who visit the Parliament
,10-08-2011,Warm welcome at Parliament for Hon. Speaker
,03-10-2011,Parliament's intranet web portal becomes First Runner-up at FOSS4Gov Awards
,09-08-2011,"Hon. Chamal Rajapaksa, Speaker, assumes Presidency of the Commonwealth Parliamentary Association (CPA)"
,27-10-2011,Parliamentary Programme for the Appropriation Bill (2012)
,13-02-2012,Farewell for outgoing Secretary General of Parliament
,15-02-2012,Mr. Dhammika Dasanayake assumes duties as Secretary General of Parliament
,13-07-2012,Newly appointed Assistant Secretary General of Parliament assumes duties
,06-09-2012,58th Commonwealth Parliamentary Conference commences tomorrow
,22-02-2012,"Former Secretary General of Parliament, Mr. Dhammika Kitulgoda's service appreciated"
,22-05-2013,Prime Minister of Thailand to address Parliament on May 31st
,09-10-2012,Ruling by the Hon. Speaker in relation to the determination of the Supreme Court on the 'Divineguma' Bill
"The Second Report for the First Session of the Seventh Parliament from the Committee on Public Enterprises (COPE) was presented to Parliament today, by the Chairman of the Committee, Hon. DEW Gunasekara.",23-07-2013,COPE Report presented to Parliament
"The new , circuit bungalow in the sacred city of Anuradhapura for the use of Parliament staff members who travel to worship religious places including the ‘Atamasthana’, was opened by the Hon. Speaker Chamal Rajapaksa on the morning of Saturday 27th of July 2013. This occasion was graced by the Hon. W.B. Ekenayake, Deputy Minister of Irrigation and Water Resources Management, Secretary General of Parliament, Deputy Secretary General of Parliament, Assistant Secretary General of Parliament and the Government Agent of Anuradhapura.,To mark the opening, a Pirith sermon was held on Saturday night and morning alms were offered to the Maha Sangha the next day. The Hon. Speaker, Secretary General of Parliament, and many staff members & their families attended the opening ceremony and religious events that followed.",29-07-2013,Opening of “Meth Sevana” Circuit Bungalow
,22-07-2011,School children visiting the Parliament to be educated with the help of video recordings
,10-02-2010,6th Parliament Dissolved
,05-03-2010,Summoning of Parliament
,15-04-2010,Information Desk
,20-04-2010,List of persons elected as Members of Parliament
,23-04-2010,Elected Members of Parliament
,22-04-2010,Inaugural Meeting of the Seventh Parliament
,26-05-2010,Parliamentary Programme for the Budget - 2010
,31-08-2010,Parliament.lk enhances its reachability
,11-06-2010,Hours of Sittings for the Appropriation Bill (2010)
,11-10-2010,Parliamentary Programme for the Appropriation Bill (2011)
"parliament.lk has been chosen once again as the “Best Sri Lankan Government Website” at the , organized by the LK Domain Registry. This is the second consecutive time in which the website has received this award, the previous being at the inaugural version of the competition held in ,. , ,The competition, which began on September 23,, continued for a period of four weeks and comprised of four highly competitive voting phases which ended on October 20,. Among the 200+ websites in the competition, parliament.lk was one of the few sites which were nominated for all three language categories. At the conclusion of voting, the Parliament website was placed within the ‘Top 10’ in the Sinhala category.",25-10-2010,"Parliament website adjudged ""Best Government Website - 2010"""
"The Committee on Parliamentary Business which met on October 21, 2010 made changes in regard to the dates allocated for the Second Reading and the Third Reading debates of the Appropriation Bill (2011) as follows:- , ",25-10-2010,Parliamentary Programme for the Appropriation Bill (2011) - revised
"The , was held on the 21st and 22nd of October 2010 at the Pan-African Parliament in Midrand, Johannesburg, South Africa. It was co-organized by the United Nations, the Inter-Parliamentary Union, the Parliament of South Africa, the Pan-African Parliament and the Global Centre for ICT in Parliament. , ,At the conference, members of parliaments, secretaries-general, parliamentary officials, experts from international organizations and academics who work and deal with information and communication technologies in legislatures had the opportunity to analyze good practices, exchange views on latest trends and institutional developments, learn from each other’s experiences, network with peers, and build partnerships in an international setting. , ,A delegation from the Parliament of Sri Lanka which included the Hon. Deputy Speaker, the Assistant Secretary General of Parliament, and the Director of the Department of Information Systems & Management of Parliament attended the conference. The Director of the Department of IS&M of Parliament made a presentation on “e-Parliament of Sri Lanka: Prospects and Perspectives” at a specialized session titled ""Assessment tools and strategic planning for ICT in Parliament"". , ,Further information: ",27-10-2010,World e-Parliament Conference 2010
"Parliament of Sri Lanka's official website (parliament.lk) was awarded the ""Best Sri Lankan Government Website"" accolade at the , awards ceremony held at the Galle Face Hotel, Colombo, on the 12th of November 2010. The website was the recipient of the same award at the competition’s inaugural version held in 2009. , ,Organized by the , for the second time, this year’s competition saw the participation of more than 200 Sri Lankan ‘.lk’ websites, and the voting phases were highly competitive. The voting spanned throughout a period of four weeks which ended on October 20th. Parliament website was nominated in all three language categories and placed within the ‘Top 10’ in the Sinhala category at the conclusion of voting. , ,The Parliament website which was launched in 2006 is part of the e-Parliament initiative embarked on in line with e-Sri Lanka. It focuses on preserving the democratic values of representation, transparency, accountability, accessibility and effectiveness. The website offers information on parliamentary proceedings, committees, biographies of present Members, calendar, and many more. Documents such as Hansard, Order Paper, Order Book and Committee Reports could be downloaded via the site while a webcast of proceedings is also available. Since the launch of the Sinhala & Tamil versions of the website in 2008, a great deal has been done to keep all three versions synchronized, providing the stakeholders with up-to-date information. , ,The award ceremony was graced by many distinguished guests that included top Government Officials, academics and awardees. Chairman of Bank of Ceylon, Dr. Gamini Wickramasinghe, was the Chief Guest of the occasion. , ",16-11-2010,"Parliament.lk crowned ""Best Government Website - 2010"""
,18-12-2009,"""Diyawanna Naththal Gee Mihira"" - 2009"
,19-06-2008,Unveiling of the Portraits of former Leaders
"The Hon. Gitanjana Gunawardena resigned from the post of Deputy Speaker of Parliament on July 1st 2008. He served as Deputy Speaker of the Sixth Parliament of the Democratic Socialist Republic of Sri Lanka from 22nd April 2004. , ,Below is the text of the speech he delivered in the House today, congratulating the newly elected Deputy Speaker Hon. Piyankara Jayaratne:- , , , ,Honourable Speaker, , ,I join my fellow Members of Parliament in congratulating Hon. Piyankara Jayaratne M.P, who was returned to the Parliament for the second time as a Member of Parliament representing the Puttalam district, upon his appointment to the post of Deputy Speaker. I must state that I was elated to learn that Mr. Piyankara Jayaratne, the son of Hon. S. D. R. Jayaratne, the former Minister, whom I acquainted very closely in 1989, was appointed as the Deputy Speaker. Hon. Deputy Speaker, I hope you will have all the strength and courage to discharge the duties of your post with the assistance of all of us. , ,It is my firm belief that you will be able to further build up the parliamentary democracy and the confidence of the people in it that we have brought forward for the last 60 years since 1948. , ,Honourable Speaker, , ,As discussed with you I’d like to add a few words as to how this vacancy was created , ,I entered Parliament for that second time in April 2004 as a member of the Mahajana Eksath Peramuna, a constituent party of the People’s Alliance government. Prior to that, I had the opportunity to function in Parliament for 5 years as one of the three MPP of the MEP headed by its leader, Hon. Dinesh Gunawardena, in 1989. , ,Being a full time activist involved in trade union activities as well and also representing the MEP, I also functioned as a member of the Colombo Municipal Council from 1994 - 2004. In 2000, I resigned from the office of MMC, to function as the private secretary to the Hon. Minister of Transport. , ,In 2004, though I declined the request made to me by the United Peoples’ Freedom Front government to accept the post of Deputy Speaker of the Parliament. Later I agreed to appear to contest the post on the request of the former speaker Hon. Anura Bandaranaike and the then Prime Minister Hon. Mahinda Rajapakse. I was able to be appointed to the post of Deputy Speaker unanimously with the support of everybody. , ,I hope you admit the fact that I discharge the duties of this position with a great sense of responsibility and commitment under you in a very tense political situation in the Parliament during the last four years. , ,I also wish to recall with gratitude, the co-operation as well as challenges posed by the government as well as opposition ranks. , ,I think it is important to consider that it is our duty to win the trust and respect of the people for Parliament which we all reckon as the idol of democracy. , ,For the vacancy created with the assassination of the former Chief Whip of the Government by cruel terrorists, the Minister of Urban Development and Sacred Area Development, Hon. Dinesh Gunawardane was appointed by the government last month. It is a well known fact that Hon. Minister Dinesh Gunawardane is not only the leader of the Mahajana Eksath Peramuna which I represent, but also an elder brother of mine. , ,The Chief Government Whip faced many a problem when the chair conducted the affairs of the House in the recent past and you will acknowledge that there is likelihood of a similar situation come into being in the future as well. , ,It is a norm accepted by all of us that under these circumstances when administering justice it should be fair and lawful and that it should be exhibited from our conduct itself. , ,I wish to state that it was due to that moralistic bond with the constitution that I resigned from the post of Deputy Speaker, conferred on me by the constitution on the basis of importance in safeguarding the dignity of the chair and the parliamentary tradition. , ,I express my gratitude to you, Hon. Prime Minister and H.E the President for giving me the opportunity of carrying out my duties without any undue influence. I also appreciate with respect, the understanding of H.E the President of the explanation made by me regarding my resignation. I believe that this will pave the way for the Chief Whip of the government to carry out the duties of the post without difficulty. Last but not least I extend my thanks to you, the Prime Minister, the leader of the opposition, all ministers and Members of Parliament of both the government and opposition and the entire staff of Parliament from the Secretary General to garden labourer for placing their trust on me and extending their co-operation. My thanks are also due to all journalists. , ,I wish whole heartedly that the newly appointed Deputy Speaker, Hon. Piyankara Jayaratne be bestowed with courage and strength as well as support of all to perform his duties in the post. , ,May the Triple Gem bless you!",08-07-2008,Hon. Gitanjana Gunawardena resigns from the post of Deputy Speaker
,02-07-2008,Parliament launches an Intranet Portal
,24-09-2008,"Former President, Late H.E, D. B. Wijetunga's remains will lie-in-state in Parliament tomorrow"
"The Hon. Piyankara Jayaratne was elected as the Deputy Speaker and Chairman of Committees of Parliament today the 8th of July 2008. , ,He was elected as a Member of Parliament after the untimely demise of the Late Hon. D. M. Dasanayaka M.P. Mr. Jayaratne also represented the Fourth Parliament of the Democratic Socialist Republic of Sri Lanka (2000 - 2001). , ,Former Deputy Speaker the Hon. Gitanjana Gunawardena resigned from his post on July 1st 2008. , ",08-07-2008,A new Deputy Speaker of Parliament is elected
,24-10-2008,Select Committee to Assess the Present Condition of the Parliament Complex endorses ICT initiatives in Parliament
"A Cost Benefit Analysis on the use of ICT in Parliament has been released. , ,The report which was prepared further to the recommendations of the Select Committee of Parliament to Assess the Present Condition of the Parliamentary Complex has now been circulated among all Members of Parliament for their comments. [,] , , ,Downloads: , , ",02-12-2008,Cost Benefit Analysis on the use of ICT in Parliament circulated among MPP
,22-12-2008,"""Diyawanna Naththal Gee Mihira"" - 2008"
"The religious programme “Diyawannawe Vesak Udanaya” will be held at the Speaker’s Official Residence and the Parliamentary Complex on the 8th of May 2009, to celebrate the 2553rd Vesak Poya day. , ,Various religious activities such as the Sil programme and a special programme for university students have also been scheduled. , ,Following is the line-up of events for the Vesak Poya day:-",06-05-2009,"""Diyawannawe Vesak Udanaya"" - 2009"
"It was a night of high acclaim for the Parliament website at the first ever , awards ceremony held at the ‘Waters Edge’, Battaramulla, on the 20th of November 2009. parliament.lk received awards for the “Best Sri Lankan Government Website” and the “Most Favourite Sri Lankan Website - 2009” in the Tamil category respectively. In addition to these, the Parliament website was also awarded with a Certificate of Merit for the “Best Website Design & Content” thus becoming the most awarded website at the occasion. , ,The event was attended by many distinguished guests that included top Government Officials, academics and awardees. Director General of the Telecommunications Regulatory Commission of Sri Lanka, Mr. Priyantha Kariyapperuma, was the Chief Guest. , ,     , , ,     , , , , , ",23-11-2009,Accolades galore for parliament.lk
,22-07-2009,Secretaries-General Forum of Asia-Pacific Parliaments
"Parliament website has won the “Best Sri Lankan Government Website” award at the inaugural , organized by the LK Domain Registry. In addition to this, parliament.lk has also won the award for the “Most Favourite Sri Lankan Website - 2009” in the Tamil category. , ,This competition, which began on October 15th, continued for a period of nearly four weeks until the online voting ended on November 11th. It was also significant to note that parliament.lk - out of about 150 other websites that were in the competition - was the only website nominated for all the three language categories. , ,These awards mark a special moment as this is the first time that the Parliament website has been bestowed with national recognition. Since the launch of the Sinhala & Tamil versions of the website in May 2008, it has done a great deal in keeping all three versions synchronized providing the stakeholders with up-to-date information. , ,Parliament.lk facilitates an additional communication channel for the public to communicate with Parliament. Even more, parliament.lk envisages on further expansion in keeping with preserving the democratic values: representation, transparency, accessibility, accountability, & effectiveness pertinent for today’s context. The Parliament website is part of the e-Parliament initiative embarked on in line with e-Sri Lanka. , ,The award ceremony will be held at the Waters Edge on the Friday 20th November 2009.",18-11-2009,"parliament.lk wins two awards at the ""Most Favourite Sri Lankan Website"" Competition"
,18-05-2009,A new Session of Parliament
,19-05-2009,The proceedings of the Ceremonial opening of Parliament
,05-06-2008,A new Session of Parliament commences
,31-08-2007,Programme for the Budget - 2008
,02-01-2008,Parliament Felicitates Cricketer Muttiah Muralitharan
,12-11-2007,Revised Business Hours for Budget Debates 
,05-02-2008,Unveiling of Portrait: Former President the Late Hon. Ranasinghe Premadasa
,20-12-2007,Ecstasy of Diyawanna Christmas Carols - 2007
,14-12-2007,The Appropriation Bill (Budget) 2008 has been Passed
,17-03-2008,Former Speaker Hon. Anura Bandaranaike passes away
,07-04-2008,Remains of Former Chief Government Whip to lie in state in Parliament today
,01-04-2008,Mr. Dhammika Kitulgoda appointed as Acting Secretary General of Parliament
,07-05-2008,Prorogation of Parliament
,13-05-2008,Parliament launches its Multilingual Web site
"A Pirith sermon to invoke blessings on Parliament and the people of the country will be recited tomorrow the 15th of May 2008 at the Parliamentary Complex. Concluding the event, morning alms will be offered to the Maha Sangha on 16th of May 2008.",14-05-2008,Pirith Sermon at Parliament
"The religious programme “Diyawanna Vesak Udanaya” will be held at the Speaker’s Official Residence and the Parliamentary Complex to celebrate the 2552nd Vesak Poya day. , ,Many religious activities such as the Sil campaign and evening events such as the “Vesak Bethi Gee”, Vesak lanterns exhibition and Bath Dansela have also been scheduled. , ,Following is the Vesak Poya day programme:- , ,5.30 a.m.   Observation of Sil by the devotees including over thousand schoolchildren at the Hon. Speaker’s Official residence. , ,6.00 a.m.   Buddha Pooja , ,7.00 a.m.   Morning Alms , ,7.30 a.m.   Chanting of “Dhamma Chakka Pavaththana Sutta” , ,8.00 a.m.   Listening to Television and Radio Programmes , ,9.00 a.m.   Dhamma Deshana (Sermon) to be aired from the President’s House , ,10.00 a.m.   Chanting of the Dhammapada , ,10.30 a.m.   Meditation , ,11.00 a.m.   Buddha Pooja , ,11.30 a.m.   Midday Alms , ,12.45 p.m.   Chanting of Verses of Devotion (“Dhaham Kavi”) , ,1.30 p.m.   Meditation Programme , ,2.00 p.m.   “Dinuwanam Delowama Dinuwamai” (The Poya day Dhamma Programme aired by the Commercial Service of the Sri Lanka Broadcasting Corporation) , ,3.00 p.m.   Dhamma Discussion (Live “Doramadalawa” Programme) , ,4.45 p.m.   Dhamma Deshana by Rajakeeya Panditha Shasthrapathi Ven. Walapane Gnanasena Thero , ,5.30 p.m.   All devotees who observed Sil arrive at the “Bodhi” situated at Parliament Complex from the “Bodhi” at the Hon. Speaker’s Residence in a “Sakman Bhavana”. , ,6.00 p.m.   Conclusion of the Sil Campaign and the chanting of the Triple Sutta in front of the “Bodhi”. , ,6.45 p.m.   The Exhibition and Competition of lanterns of the schoolchildren. , ,7.05 p.m.   Vesak Dansela , ,7.30 p.m.   “Diyawanna Vesak Bethi Gee Saraniya”, Recital of Bhakthi Geetha",16-05-2008,"""Diyawanna Vesak Udanaya"" - 2008"
,23-05-2008,Multilingual website launch
,03-10-2006,Proposed Parliamentary Programme for the Budget - 2007
,10-11-2006,Parliamentary Programme for the Budget 2007- revised
,23-11-2006,Second Reading debate on the Appropriation Bill (Budget 2007) has been passed
,17-11-2006,Second Reading of the Appropriation Bill - The Budget Day
,12-12-2006,Secretary General of Parliament received the Zonta Award 2006 for Law
,07-12-2006,The Appropriation Bill (Budget) 2007 has been passed. 
,22-12-2006,Christmas Carols of Diyawanna - 2006
,06-02-2007,"List of Ministries and the Relavant Ministers with effect from January 28, 2007"
,27-04-2007,"""Diyawanna Vesak Udanaya"""
,19-03-2007,"Unveiling of the Portrait of Hon. J.R. Jayewardene, former President"
,13-02-2007,"List of Ministries and the Relevant Ministers as of February 09, 2007"
,06-06-2007,25 Years of Service Recognised 
"The felicitation and award ceremony to honour the staff members of Parliament, who have completed 25 years of service, was held on Friday, June 8, 2007. , ,71 staff members received this prestigious award in the ceremony, which took place in the Committee room 1 of the Parliamentary complex at Sri Jayewardenepura, Kotte. Prime Minister Hon. Ratnasiri Wickramanayake was the chief guest. , ,Hon. Speaker, Hon. Deputy Speaker, Hon. Deputy Chairman of Committees, Hon. Ministers, Hon. Members of Parliament and the Secretary General of Parliament were also present. Also, former Secretaries General of Parliament Mr. Sam Wijesinha, Mr. S.N. Seneviratne, and Mr. B.S.B. Tittawella attended this occasion. , ,Hon. Prime Minister addressed the gathering following the Welcome address of the Hon. Speaker and the addresses of Hon. Leader of the House, Hon. Leader of the Opposition, and a member of the staff of Parliament. , ,A Souvenir of a silver coin with a silver casket was awarded to the recipients by Hon. Prime Minister, Hon. Speaker, Hon. Leader of the House, Hon. Deputy Speaker, Hon. Deputy Chairman of Committees, Hon. Chief Government Whip and Hon. Chief Opposition Whip. In addition, a certificate was awarded to the retired employees among the recipients. , ,The vote of thanks was delivered by the Secretary General of Parliament to a gathering that also included family members of the recipients and current members of the staff. , ,This is the second time such an event was hosted in Parliament. The first one was held in 1992 when the new Parliamentary complex at Sri Jayewardenepura Kotte saw its completion of 10 years.",11-06-2007,25 Years of Service Awards Ceremony Held
